author,comment,likes,published_at
@kantatv.channel,Sangat setuju dengan pernyataan bahwa aset terbesar bangsa adalah penegakan hukumnya!,10,2026-04-13T05:28:13Z
@SupriYanto-mx2mv,"Karena dpr-nya lulusan paket C dn S1 serta S2, S3 beli di pasar Pramuka makanya disenayan cuma tidur atau longa plongo saat sidang utk rakyat, hanya bermanfaat suara qorum dalan rapat",0,2026-04-13T05:01:39Z
@Anto-i9h9f,KLO dikit2 Makar jadi KLO masarakat miskin tak terurus lagi gimana nanti protes untuk negara ini jadi baik makar dengki tros gimana ini nasip rakyat ini wah2 ya repot KLO d sikat dikit2 makar,0,2026-04-13T04:46:57Z
@imamfauzi613,Sedih indonesia di oimpin orang2 rusak,0,2026-04-13T04:23:42Z
@ArisSuwarna-z4e,Udah,0,2026-04-13T03:38:53Z
@arsuniatibltg9802,Harus baca kembali bukunya sendiri.....😂😂😂😂🤣🤣🤣,0,2026-04-13T03:36:28Z
@ekosusanto490,Makasih pk Mahfud udah mewakili suara rakyat kbanyakan mau suruh pak Yusril bersuara sekarang udah d SILITNYA pak Prabowo Ga bisa d harapkan lagi,0,2026-04-13T03:35:49Z
@hariwidariyanto315,"Kalo besok pak mahfud nyapres pasti saya pilih,",0,2026-04-13T03:30:30Z
@standiali1472,"Siapa yang nyengir pak mahfud ngutif isi buku paradoks indonesia ? 
Paradoks prabowo 
Wkwkwkkkk",0,2026-04-13T03:26:38Z
@PeldaSalim-id4mn,Mahfud ketularan bohong,0,2026-04-13T03:24:49Z
@rohmaniacitra_30,cek out dimana bukunya ?,0,2026-04-13T03:01:03Z
@tofanyunindar618,Saya pribadi Jujur klo seluruh rakyat indonesia per KK di kasih uang bulanan 5jt saya ga sakit hati dengar berita korupsi....,0,2026-04-13T02:55:46Z
@riezalauliahakim,udah hancur prof 🤫,0,2026-04-13T02:20:10Z
@JinanPasya,Dari dulu tiap pergantian presiden. Pasti yg udah jadi disuruh mundur,0,2026-04-13T01:03:03Z
@krisnayarsaputra1574,"Sudahlah pak, si omon itu lbh baik tdk usah diingatkan, percuma.",0,2026-04-13T01:00:42Z
@AgusEnv,Biasa ...😂😂😂😂,0,2026-04-13T00:48:10Z
@Tisna_sntr87,Wowo kok tidak seperti yang diharapkan rakyat Indonesia jauuhh,1,2026-04-12T23:49:06Z
@zainnudin436,"Ayo para adik mahasiswa dan aktivis, bergerak Demi KEUTUHAN NKRI Keadilan sosial Bersama bagi seluruh rakyat Indonesia",1,2026-04-12T23:04:59Z
@Syafrizal-o9g,Ya jgan omon2 seperti anak kecil yg ngambek,0,2026-04-12T22:55:59Z
@Sisno-l3n,Pak jangan membuat gaduh,0,2026-04-12T22:13:42Z
@belkaClok-j6p6e,Mas penanya sya kira Bruce Willis 😊😊😊 content nya padat ...asyiklah,0,2026-04-12T20:35:18Z
@alexandrakirana7390,"Yg jelas, Prabowo sedang diincar kaum Koruptor untuk dilengserkan .

Yg ngotot... pastilah kaum yg dibayar para koruptor.... koruptor SAKIT HATI dengan penyitaan hasil jarahan mereka, oleh pemerintahan Pragib padahal kaum Koruptor Sudah menjegal agar lembaga DPR tidak berani mengesahkan UU penyitaan aset koruptor dan hukuman mati.

Masa setaraf mantan menteri tidak faham ....aneh dan tidak masuk logika banget??????",0,2026-04-12T20:04:29Z
@sultancastello3818,JADII PRESIDEN KITAA YANG LEMAHH!!!,0,2026-04-12T18:39:09Z
@erhikchannel,cukup 1 periode aj.sebelum negara ini menenggelamkan rakyat kecil seperti saya ini,0,2026-04-12T18:37:12Z
@AmrilDesi,Klw kita  bebas bicara dan dijamin undang2klw gitu sya bisa bilang orang2 yg ingin memaksul kan pak prabowo adalah orang2 yg tidak menerima kekakalahan gimana pak termasuk  pak mahmut sendiri gimana pak.apa salah karna yg ingin pak prabowo di turun kan bukan lah masarakat banyak anyalah segelintir manusia yg metasa terancam dengan tindakan tegas pak prabowo.,1,2026-04-12T18:32:32Z
@diaarief811,Sahkan undang2 KORUPTOR hukum MATI.  RAKYAT setujuh KORUPTOR hukum MATI.,0,2026-04-12T18:16:15Z
@YunNus-q9m,Selama diowmerintahan kok tak sevokal sekarang pak mahhh,0,2026-04-12T17:40:12Z
@NabilRusydan-p2g9b,Kritik nya  membangun    jangan jangan menjatuhkan ya,0,2026-04-12T17:10:39Z
@rudisetiawansetiawan3916,"Pa Mahmud itu wacana itu bukan termasuk bughat tapi rencana  mengkonsolidasikan masa ,ancaman , untuk penghasutan di muka umum apakah bisa di hukum pak Mahmud?",0,2026-04-12T16:38:39Z
@SuhutPutra,"Kelebihan dan kekurangan para politisi Indonesia selalu ingin menjatuhkan dan melengserkan RI 1.yg selalu mencari sela dan celah agar dampak dan terdampak sekecil dan sebesar apapun itu masalah negara .kalaupun negara ini milik kita bersama ,marilah kita memperbaiki bersama .bukanlah memojokkan bersama .sebab setiap manusia itu bersipat silap dan kesalahan .sehingga manusia itu tidak ada yg sempurna .",0,2026-04-12T16:21:06Z
@ruqybilbarkah2009,"Klo pemikiran Mahfud MD sprt itu, dan Prabowo-Gibran benar2 digulingkan, kemungkinan besar pemerintahan selanjutanya akan dijatuhkan jg, begitu selanjutnya. Negara gk akan pernah stabil dan itu yang diinginkan oleh asing, biar Indonesia mudah untuk dikendalikan.",0,2026-04-12T15:58:00Z
@R.Pramudya08,"WOWO ITU APA YG DIKATAKAN GA SUSUAI DGN HATINYA,ANTI ANTEK ASING BUKTINYA PAKAI ANTEK ASING,BILANG EFISIENSI TERNYATA MALAH BUANYAAAKKKK...MENTRI DAN WAMENYA,BELUM RAFI AHMAD,QUDORI DLL SEMUAT DI GAJI LOH😮😮😮",0,2026-04-12T15:45:56Z
@MUSLIADIMUSLIADI-u6k,kalau belum dapat jabatan bagus..banyak ngoceh kritik pemerintah....sadar kek..udah bau tanah...bagus bagus aja ya...karna nanti di hari akhirat ngak bisa bersilat lidah...,0,2026-04-12T15:33:25Z
@setyamsetyam4276,Kalau kemarin bisa nyoblos akan saya pilih pak prof md,0,2026-04-12T15:27:48Z
@PakEko-l6u,Kl prabowo diturinkn mk siapa yg akn menggantinya. Apa wakilnya itu....waah haibaat Bosss,0,2026-04-12T15:27:35Z
@WongsiniLa-z7m,karna orang2 kemaren merasa kalah jdi semua mw kritik,0,2026-04-12T15:25:20Z
@WongsiniLa-z7m,kmi udah tw smua PK Mahpud md karna kmi rakyat Spil mna yang benar mna yang salah dari jaman PK Harto banyak koroktor cuman PK pribowo yang bisa Brantas koroktor kenapa presiden pribowo GX cuma crta tp kenyataan kenapa presiden baik malah mwrmaksul ap it bukan,0,2026-04-12T15:22:14Z
@midunkureta9690,"Pak Mahfud ini kadang2 suka lucu .. UU HAM saja berlaku setelah pak harto lengserrrr... Terus demokrasi negara mana yg diterapkan pak? UU dulu baru tindakan atau tindakan dulu baru UUnya??

Tadi bilang makar kalo ada pergerakan,, terus pak amin rais waktu ikut mengerakan rakyat untuk lengser tidak disebut MAKAR?

Sampai kapan indonesia itu MABOK DEMOKRASI... Ingat SILA pertama adalah KETUHANAN YG MASA ESA, jadi ATURAN dan KONSEKWENSI sudah melekat di Kitab Suci (contoh nyolong itu konsekwensinya di potong tangannya)... Mau berubah SILA PERTAMA jadi LIBERALISME Yang Masa Kuasakah...

Coba dech baca lagi UU demokrasi itu mencangkup apa saja. 
Salam diskusi sehat dan membangun NKRI",0,2026-04-12T15:21:35Z
@Syarifudin-pn9sr,Jika mau jatuhkan dan menghujat Prabowo apakah itu keritik ? Kami msrkt jauh didesa bingung maunya gimana. Pak Prabowo bukannya terima Presiden yg baru merdeka tetapi menerima NKRI yg sdh hancur dari Jakowi.,0,2026-04-12T14:54:09Z
@YonoYono-l9q,Politik itu politik.semoga politik selalu cerdas adil membangun negara.,0,2026-04-12T14:45:42Z
@ahmadjidni448,"Pak Prof,,, kalau ada yg mengajak mengajak menurunkan suatu Pemimpin... Apa itu kritik Pak Prof???",0,2026-04-12T14:43:00Z
@Awallll207,"Astaaagaaaaa knp bukan bapak ini jadi presiden dan wakilnya pak ahok..... 
Koruptor ketar ketir 😅",0,2026-04-12T14:41:47Z
@Syarifudin-pn9sr,"Jika menghalalkan segala cara dgn dalih demokrasi utk menjatuhkan Pak Prabowo. Apakah tdk sebaiknya kita tuntut Pidato beliau utk berantas korupsi dan berantas mafia hukum. Pak Machfud hrs ingat ketika jabat Menkopolhukam gimana justru politik, penegakan hukum dan korupsi semakin parah ?. Aku lahir thn 1947 merasakan hidup dari era Soekarno dan pendapat aku Presiden yg terbaik hingga hari ini cuma Pak Harto.😊",0,2026-04-12T14:41:30Z
@heryyantodr7279,Pemerintahan omon2...😢,0,2026-04-12T14:36:08Z
@aan.0129,Saiful mujani kan tim suksesnya Pak Mahfud. Jadi pernyataan beliau tidak objektif. Statementnya saiful mujani itu jelas sekali makarnya kok,0,2026-04-12T13:51:10Z
@riskidestrian-k1w,Berarti ini memang presiden omon omon ya?...😅😅😅😅😅,0,2026-04-12T13:47:30Z
@adikormod4037,presifen ke 7 kenapa aman aj y,0,2026-04-12T13:15:34Z
@noymuhammad155,Barisan sakit hati,0,2026-04-12T13:14:43Z
@kanaumi2099,❤❤❤❤❤👍👍👍✊,0,2026-04-12T13:07:54Z
@MulyohadiAgresmi,"Lihatlah rekam jejak merek""? Itu,layakah diikuti / didukung ?????",0,2026-04-12T13:06:03Z
@simarmatamisdin4900,woalah pak mahfud orang plin plan..selama jadi mentri gk jelas hasilnya...,0,2026-04-12T12:49:32Z
@wantekgokil7771,"Pintar,yah pintar,karena kamu tidak ada jabatan,koar koar ketika ada jabatan hilang koar mu",0,2026-04-12T11:55:52Z
@prasetyohaditomo7611,Gak sabar nunggu 2029,0,2026-04-12T11:31:44Z
@cunwinto9515,Kritik bagian dari demokrasi. Apa yg disebut makar ada unsur unsur nya. Tidak semua kritik disebut makar... Belajar itu membuat cerdas dalam melihat sesuatu... Mempimpin nwgara besar spt Indonesia butuh pengetahuan... Ilmu.... Hukum itu untuk harnonisasi.. Kalau tidak diatur dengan aturan nagara ribut.... Ramai,0,2026-04-12T11:17:37Z
@cunwinto9515,Lebih pintar Prof Mahfud dari Presiden kita. Apa yg disampaikan terukur dari pesepektif tata negara.. Hukum tata  negara...,0,2026-04-12T11:15:29Z
@KamidPrijono,"14 dari 15 orang politisi itu pembohong
Ya sebab niat mereka jadi politisi bukan unt berjuang. Tapi mencari pekerjaan. Mencari uang. Mencari kekayaan bahkan menumpuknya",0,2026-04-12T10:09:42Z
@budiarthana1226,Ini baru pencerahan sehat selalu Pak Mahpud,0,2026-04-12T09:32:03Z
@harieswelly1437,"Prabowo ini sudah pikun
SDH terbatas wawasan nya..mestinya mundur jangan memaksakan diri
Nanti akan sakit sendiri",0,2026-04-12T09:13:12Z
@jefrisafrudin2123,Ayo tanggung jawab tuh yg pilih PS 🤭,0,2026-04-12T08:52:09Z
@UsmanUsman-tq9dt,Jauh panggang dari api,0,2026-04-12T08:26:18Z
@YonoSentot,DPR itu sekarang suda jadi perisai industri besar memonopoli dalam negeri semua harga di luar nalar makanya pemerintah impor mobil murah untuk operasional koperasi.,1,2026-04-12T08:24:29Z
@berkahmandiri7405,hentikan MBG pak krn sudah sangat kacau!!!,0,2026-04-12T08:21:04Z
@xjkkang6811,Setuju 😂😂,0,2026-04-12T08:19:30Z
@AlNgongo,Perlu dengar orang orang yang keritik dan dipanggil untuk membicakan,0,2026-04-12T08:18:16Z
@diykangocep3184,"Wowo, prog mbg dan kop merah putih, membuat korupsi dimana mana dan itu utang kepada parpol kwalisi yang dukung 2x presiden gatot, kalau rakyat ga di dengar, satu satunya, digulingkan seperti mertua nya ya",1,2026-04-12T08:08:40Z
@unfrezeehyper7759,"Pas ngejabat kena ""skak"" Bambang Pacul. Pas jabatan dan selesai jadi idealis lagi. 😅",0,2026-04-12T08:05:57Z
@glintsteel123,bismillah,0,2026-04-12T07:55:50Z
@smsunga5171,pak mahfud MD dari dulu omonganya plin-plan alias SENGKUNI.,0,2026-04-12T07:36:21Z
@wdewekk6488,"Pa mahfud itu kayaknya buku fiksi cuma angan-angan pa prabowo saja, jadi yaa kita sebagai gen z udah muak dengannya 26:59",1,2026-04-12T06:50:04Z
@maulanamuzaki9692,Presiden mundur bosss LEBIH terhormat...,0,2026-04-12T06:49:53Z
@aldiedo2354,"Ini kumpulan orang-orang yang tidak bisa move on. Yang satu 24 sekian persen, yang satu lagi 16%. Lalu bawa² nama rakyat. Padahal jelas-jelas namanya pilpres yang menang ya yang mayoritas. La ini yang minoritas sok mau ngatur negara. Move on woooiiii.... Klo tidak puas masih ada 2029😂",0,2026-04-12T06:04:00Z
@AndiMulya-o2x,ngerusk konstitusi saja bukan  makar.di Mk .knapa harus cari2 yg lain.yg sering makar justru kekuasaan.di negara ini..,0,2026-04-12T05:56:16Z
@ImaMarbi-gf6qi,😂😂presiden mbg kita bukan budek dan rabun lagi..tapi udah buta dan tuli 😂😂😂😂 ..presiden udah tua y gitu kelas nya Donal bebek .suka pikun sendiri ...😂😂😂 Presiden mbg  paling 1 prioden ini aja kalau memang jujur tu pemilu,0,2026-04-12T05:52:44Z
@nyomansugiarta1877,Dewan Penipu Rakyat menjarah uang rakyat rame3,0,2026-04-12T05:49:30Z
@corynadieck1635,"Pidato nya bocor bocor,, MBG itu suatu kebocoran yg nyata. Pembuangan duit sia-sia. Terbaru heboh,, pengadaan kaos kaki 100.000.. 😂",0,2026-04-12T05:45:03Z
@ilopies,"Ketika ambisi dan obsesi seorang pemimpin mengalahkan logika berpikir , yang pesta pora para kroni nya , yang jadi korban rakyat 240 juta jiwa.",0,2026-04-12T05:34:54Z
@Suntoyo-t9s,Seandenya. Kang emput  GK ikut bubarkan FPI yg GK pernah badok uang ngr  nm y baik bagi umat Islam bs2😮 JD persiden ada anak bangsa di bunuh jkw kok GK bela malah bikin  sakit org islam,0,2026-04-12T04:40:30Z
@Widodo38-r6c,Sangat cocok kedepan  ANIS Berpasangan dengan Pk MAHFUD. BERIMBANG. Insyaa Alloh  JADI.. ❤,0,2026-04-12T04:17:27Z
@AchsanPudjiMuljono,"Alhamdulillaah, sy dapat buku ""Paradox Indonesia"" yg ditulis Pak Prabowo itu.
Appreciate dgn Prof. Mahfud MD, cara mengkritisinya elegan, intelek, positive minded, bukan dgn emosi, provokasi, etis, tidak ada kata2 yg jorok/tidak etis. Prof Mahfud juga jujur, masih mampu melihat sisi positif pemerintah, tdk hanya yang negatif. Semoga pemerintah memperhatikan kritikan Prof. Mahfud & mampu mengkoreksi kekurangannya. Terima kasih & respect Pak Mahfud.",21,2026-04-12T04:14:49Z
@charleschuchannel1208,Keliru jalan akibat ketidak tahuan...atau keserakahan..???,1,2026-04-12T04:14:32Z
@ojagggamer5268,Dan ternyata wowo cuma bacot...asulah wowow,0,2026-04-12T04:12:22Z
@agustinusjho3816,itu urusan beliau pak selama bapak monjabat jadi apa mana ada apa mala kita selalu sarang mapia dan korop,0,2026-04-12T04:00:45Z
@tokomocaf,"mungkin ini alasan Pak Mahfud , tidak mau gabung dengan Pemerintahan Prabowo, karena setelah baca bukunya Prabowo.",0,2026-04-12T04:00:15Z
@ramaehafidz1419,KALAU NGOMONG MAHMUD ORANG SAKIT HATI KALAU PILPRES...BELA SAEFUL MUJANI...... BOLEH KAN?????,0,2026-04-12T03:55:46Z
@anawidi4401,pemerintah manapun kalau msh bagi2 jabatan ya gni terus ga bakal ada eprubahan yg ada malha kemunduran,0,2026-04-12T03:44:02Z
@NurhayatiAtika,"Memang bagus & ses aturan yg dibicarakn p mahfud, masalah nya  di Indonesia ini dr bawah sd atas spt nya penuh dgn orang2 yg sdh biasa & bangga menggunakn uang negara utk pribadi & kelg nya, ... 
Sebenar nya sy kasihan  dg p Prabowo sendirian ingin Indonesia bersih,... 😭 
Sdgkn sekitar nya  yg dianggapnya sbg tangan nya tyt org2 lama yg sdh mencengkeram negeri ini,... 
Yg sdh biasa berbuat mengatasnamakn p Prabowo,....  
Kl sampai p Prabowo capek siapa lagi yg benar2 baik lahir batin nya utk bangun negeri ini,.... 😭
Sementara orang2 yg biasa kritis ujung2 nya kl sdh dpt jabatan akan diam seribu bahasa,...😭😭😭",0,2026-04-12T03:32:29Z
@abuabdullahali4248,"ini tanda bahayanya tiupan makar saiful dan islah. Buktinya bkn cuma pakar2 ecek2 yg bicara tapi seorang sosok mahfud aja ikut angkat bicara,coba melemahkan gerak aparat terhadap mereka berdua. Ayo aparat gercep korek isi otaknya dia berdua, yg sy yakini isi otaknya lebih berbahaya dr mulutnya yg nampak. Jangan sampai tiupan makar ini sampai ke rakyat di luar sana.",0,2026-04-12T03:31:54Z
@Bijoetv,"KKB TPM MAKAR, MELANGGAR UU MAKAR, MEMBERONTAK DENGAN SENJATA UNTUK MELAWAN PEMERINTAH YANG SAH,  MENGAPA SAAT BAPAK MENJABAT TIDAK BISA DISELESAIKAN DENGAN SUKSES DAN BERHASIL SAMPAI KE AKAR-AKARNYA. LANJUT PEMERINTAH SAAT INI JUGA NGAK SELESAI MALAH TAMBAH KUAT PEMBERONTAKAN NYA.",0,2026-04-12T03:11:08Z
@ahmadfairobi9243,Kagak yakin saya itu tulisan dari Prabowo langsung.... Karena kenyataannya bertolak belakang... Koruptor dikejar? Lah.. kenyataannya mau dimaafkan kalo dibalikin hasilnya....,0,2026-04-12T03:08:45Z
@akalsehat4753,"Kita lihat aja pertumbuhan ekonomi kurang dari 5% dan IHSG anjlok, bahkan investor lebih memilih Vietnam dan Malaysia karena kepastian hukum nya jelas regulasi nya gak berbelit belit seperti konoha 😂, Vietnam sana pertumbuhan ekonomi nya udah 8% dan bentar lagi 9% ,bahkan Vietnam pendidikan nya no 2 di Asia Tenggara dan selalu memenangkan event sain skala internasional peringkat 1 dan 2 selalu bersaing dengan Singapore sedang kita jangan ditanya bahkan peringkat pendidikan dibawah Malaysia dan thailand 😂, kalau dibaca sejarah kemajuan  Singapore bukan investasi pada makanan namun yg mereka sibuk perbaiki kepastian hukum mengenai investasi mempermudah regulasi, dan investasi pada pendidikan, sedangkan kita sibuk mengurus Koalisi partai sama korupsi dan nepotisme gak kesudahan 😂 .",1,2026-04-12T03:08:12Z
@akalsehat4753,"gemana gak defisit MBG 330 Triliunan, beli mobil di India puluhan ribu 30 triliunan padahal mobil lokal ada 😂
belum lagi bayar hutang cina 120 triliunan kereta cepat, belum lagi bayar gaji DPR Ri ratusan puluhan triliunan pertahun belum lagi impor minyak belum lagi bayar gaji ASN tiap tahun 😂
kalau negara ini waras harus perbanyak kilang minyak dan kembangkan biodiesel skala nasional bukan ngarapin impor minyak Arab mulu 😂
kalau lebih waras lagi jika mbg 330 triliunan ada berapa kilang minyak kalau di bikin 😂
coba lihat negara Malaysia sebelum sana walaupun kecil justru kilang minyak nya lebih banyak dari kita 😂😂

gaji besar di konoha hanya bisnis ketering mbg, jika saja keuntungan nya 3 ribu sampai 5 ribu lu kalikan saja 1000 piring sehari, itu baru sehari lu kalikan sebulan bahkan setahun, 😂itu baru satu ketering gimana 5 ketering 🤣
lu tau kagak yg namanya makan siang dimana pun di negara maju yg kelola itu pihak kantin bukan di kelola Koalisi partai, polisi , TNI apa lagi ormas NU saking gak ada kerjaan nya 🤣bahkan makanan makanan penjara Jepang lebih enak wajar aja mereka negara waras beda sama konoha terlalu banyak masalah bahkan keracunan gak jelas belum lagi insiden makanan basi yg buat keracunan 🤣🤣
bukan masalah pajaknya kita terlalu banyak korupsi anggaran 8 ribu perpiring gizi nya dimana cobak bahkan ekonomi katakan itu investasi keluar nya di WC 😂😂 ,",1,2026-04-12T02:55:44Z
@akalsehat4753,"​ menurut bank dunia 60% rakyat konoha itu miskin tapi gaji dewan nya ke 4 terbesar dunia bahkan melewati Amerika dan Singapura 😂 , sedangkan gaji gurunya negara konoha cuma 3 jutaan paling rendah 400 ribuan cuman negara konoha ada sistem honor sejak lama walaupun udah di hapus , bahkan gaji guru negara konoha paling rendah se asia Tenggara dibanding thailand dan malaysia, bahkan pendidikan negara konoha juga paling rendah di Asia Tenggara sudah ketinggalan oleh Vietnam nomor 2 pendidikan nya di Asia Tenggara dibawah Singapura, coba lihat Singapura gaji gurunya bisa 30-60 juta sedangkan gaji DPR nya 180 juta itu kesenjangan tidak terlalu jauh , dibandingkan negara konoha gaji dewan nya 100-400 juta sedangkan gaji guru nya 3 jutaan itu kesenjangan luar biasa gak heran artis berbondong-bondong masuk politik orang yg dipilih berdasarkan popularitas bukan kualitas bahkan pelawak juga bisa jadi dewan, jangan heran negara ini dikelola dengan bercanda 🤣🤣
di Vietnam guru di pelosok dibayar lebih besar dari pada di kota karna di pelosok punya tantangan sendiri bahkan kualitas guru di Vietnam jangan di pertanyakan lagi bahkan ada kontes guru terbaik setiap tahun di Vietnam guru yg terpilih akan dapat penghargaan apa di negara konoha ada model gini justru dengan ada nya kontes ini guru guru termotivasi untuk lebih baik dan terus lebih baik kedepan nya untuk mendidik pelajar nya
apa lagi mau jadi contoh Malaysia pendidikan di Malaysia juga maju semua gratis di sekolah Malaysia baik buku buku maupun peralatan sekolah lainnya , bahkan pelajaran bahasa Inggris disana anak anak SD saja dituntut berbahasa Inggris agar kualitas nya bukan hanya nasional tapi internasional. 😁

maksudnya maju untuk kepentingan pribadi ya untuk menjajah semua sumber daya alam lalu masuk dompet pribadi, papua tidur dibawah emas tapi rakyat nya tetap miskin, riau tidur dibawah minyak dan batu bara serta gas alam maupun sawit bahkan minyak riau dan batu bara udah nyumbang ribuan triliunan untuk negara tapi apa apbd riau hanya puluhan milyar, dan banyak orang miskin disana, Sulawesi kaya akan nikel tapi apa rakyat tetap miskin, bangka belitung kaya akan timah bahkan bisa rugikan negara 271 akibat korupsi tapi apa rakyat tetap banyak yg miskin semua sumber daya alam negara konoha masuk 10 terbesar dunia jarang negara maju masuk 10 besar duni seperti emas sedang emas negara konoha masuk 10 terbesar dunia , tapi rakyat tetap miskin , ini bukan masalah rakyat nya tapi sistem yg buruk dulu Singapura itu bagian dari Malaysia tahun 1970 tapi apa sekarang Singapura lebih maju dari Malaysia tidak ada yg tidak mungkin bahkan presiden cina sendiri belajar pada Singapura negara kecil lee kuan yew saat itu , sedangkan negara konoha itu tidak mau belajar dari negara manapun  apa lagi eropa, di negara Nordik mereka cuman eksportir ikan dan sayur mereka mampu jadi negara maju, bahkan Arab Saudi hanya sumber daya alam dari minyak rakyat nya sejahtera semua fasilitas publik gratis termasuk rumah sakit dan pendidikan sampai jenjang tertinggi bahkan dikasi oleh negara insentif pada pelajar nya 😂
Kita hanyut mimpi mau maju , maju apanya korupsi aja jadi budaya di negara konoha😂 ,",1,2026-04-12T02:54:01Z
